user_id,skill_name,type,activityId,correct,visited_At,order_Id,class
norway22116,Variables and Operations,Coding,second_in_days,0,2023-03-17 11:17:25.402,1,OBJ2100
norway22116,Variables and Operations,Coding,second_in_days,0,2023-03-17 11:17:25.402,2,OBJ2100
norway22116,Variables and Operations,Coding,second_in_days,1,2023-03-17 11:17:25.402,3,OBJ2100
norway22116,Variables and Operations,Coding,rectangle_perimeter,1,2023-03-17 11:18:05.468,4,OBJ2100
norway22113,Variables and Operations,Coding,second_in_days,1,2023-03-17 11:33:04.718,6,OBJ2100
norway22113,Variables and Operations,Coding,rectangle_perimeter,0,2023-03-17 11:34:15.374,7,OBJ2100
norway22113,Variables and Operations,Coding,rectangle_perimeter,0,2023-03-17 11:34:15.374,8,OBJ2100
norway22113,Variables and Operations,Coding,rectangle_perimeter,0,2023-03-17 11:34:15.374,9,OBJ2100
norway22113,Variables and Operations,Coding,rectangle_perimeter,0,2023-03-17 11:34:15.374,10,OBJ2100
norway22113,Variables and Operations,Coding,rectangle_perimeter,0,2023-03-17 11:34:15.374,11,OBJ2100
norway22113,Variables and Operations,Coding,rectangle_perimeter,1,2023-03-17 11:34:15.374,12,OBJ2100
norway22113,Variables and Operations,Coding,days_to_week_conversion,0,2023-03-17 11:36:02.121,13,OBJ2100
norway22113,Variables and Operations,Coding,days_to_week_conversion,1,2023-03-17 11:36:02.121,14,OBJ2100
norway22113,Variables and Operations,Coding,percentage_correctness,0,2023-03-17 11:37:06.375,15,OBJ2100
norway22113,Variables and Operations,Coding,percentage_correctness,1,2023-03-17 11:37:06.375,16,OBJ2100
norway22113,Variables and Operations,Coding,compute_average,1,2023-03-17 11:38:19.599,17,OBJ2100
norway22115,Variables and Operations,Coding,second_in_days,0,2023-03-17 11:42:32.46,18,OBJ2100
norway22115,Variables and Operations,Coding,second_in_days,0,2023-03-17 11:42:32.46,19,OBJ2100
norway22115,Variables and Operations,Coding,second_in_days,1,2023-03-17 11:42:32.46,20,OBJ2100
norway22115,Variables and Operations,Coding,rectangle_perimeter,1,2023-03-17 11:43:43.561,21,OBJ2100
norway22115,Variables and Operations,Coding,days_to_week_conversion,1,2023-03-17 11:44:21.24,22,OBJ2100
norway22113,Strings,Coding,first_half,0,2023-03-17 11:44:36.317,23,OBJ2100
norway22113,Strings,Coding,first_half,1,2023-03-17 11:44:36.317,24,OBJ2100
norway22115,Variables and Operations,Coding,percentage_correctness,1,2023-03-17 11:44:40.346,25,OBJ2100
norway22115,Variables and Operations,Coding,compute_average,1,2023-03-17 11:44:56.689,26,OBJ2100
norway22113,Strings,Coding,non_start,0,2023-03-17 11:45:46.019,27,OBJ2100
norway22113,Strings,Coding,non_start,0,2023-03-17 11:45:46.019,28,OBJ2100
norway22113,Strings,Coding,non_start,1,2023-03-17 11:45:46.019,29,OBJ2100
norway22115,Strings,Coding,first_half,1,2023-03-17 11:46:13.962,30,OBJ2100
norway22113,Strings,Coding,make_out_word,1,2023-03-17 11:46:55.054,31,OBJ2100
norway22113,Strings,Coding,repeat_last_char,0,2023-03-17 11:47:29.959,32,OBJ2100
norway22113,Strings,Coding,repeat_last_char,0,2023-03-17 11:47:29.959,33,OBJ2100
norway22113,Strings,Coding,repeat_last_char,0,2023-03-17 11:47:29.959,34,OBJ2100
norway22113,Strings,Coding,repeat_last_char,1,2023-03-17 11:47:29.959,35,OBJ2100
norway22115,Strings,Coding,non_start,1,2023-03-17 11:49:31.836,36,OBJ2100
norway22115,Strings,Coding,make_out_word,1,2023-03-17 11:49:54.695,37,OBJ2100
norway22113,Strings,Coding,first_last_swap,0,2023-03-17 11:50:00.637,38,OBJ2100
norway22113,Strings,Coding,first_last_swap,0,2023-03-17 11:50:00.637,39,OBJ2100
norway22113,Strings,Coding,first_last_swap,0,2023-03-17 11:50:00.637,40,OBJ2100
norway22113,Strings,Coding,first_last_swap,0,2023-03-17 11:50:00.637,41,OBJ2100
norway22113,Strings,Coding,first_last_swap,1,2023-03-17 11:50:00.637,42,OBJ2100
norway22115,Strings,Coding,repeat_last_char,1,2023-03-17 11:50:11.376,43,OBJ2100
norway22115,Strings,Coding,first_last_swap,1,2023-03-17 11:50:27.18,44,OBJ2100
norway22115,Strings,Coding,end_characters,1,2023-03-17 11:50:41.463,45,OBJ2100
norway22115,Strings,Coding,is_is_substring_or_ not_is_not_substring,0,2023-03-17 11:51:04.025,46,OBJ2100
