user_id,correct,correct_predictions,state_predictions
norway22140,1,0.974698269606481,0.9691302680953514
norway22144,1,0.870983095362099,0.687973499899389
norway22144,1,0.9041768561393976,0.7779569625161977
norway22144,1,0.9297204804901908,0.8472020167987898
norway22144,1,0.9481352338212272,0.8971217375281845
norway22144,1,0.9607951955671348,0.9314410544063189
norway22144,1,0.9692172967802436,0.9542721471152553
norway22144,1,0.974698269606481,0.9691302680953514
norway22145,1,0.870983095362099,0.687973499899389
norway22145,1,0.9041768561393976,0.7779569625161977
norway22145,1,0.9297204804901908,0.8472020167987898
norway22145,1,0.9481352338212272,0.8971217375281845
norway22145,1,0.9607951955671348,0.9314410544063189
norway22145,1,0.9692172967802436,0.9542721471152553
norway22145,1,0.974698269606481,0.9691302680953514
norway22148,1,0.870983095362099,0.687973499899389
norway22148,1,0.9041768561393976,0.7779569625161977
norway22148,1,0.9297204804901908,0.8472020167987898
norway22148,1,0.9481352338212272,0.8971217375281845
norway22149,0,0.870983095362099,0.687973499899389
norway22150,1,0.870983095362099,0.687973499899389
norway22150,1,0.9041768561393976,0.7779569625161977
norway22150,1,0.9297204804901908,0.8472020167987898
norway22150,1,0.9481352338212272,0.8971217375281845
norway22150,1,0.9607951955671348,0.9314410544063189
norway22150,1,0.9692172967802436,0.9542721471152553
norway22150,1,0.974698269606481,0.9691302680953514
norway22152,1,0.870983095362099,0.687973499899389
norway22152,1,0.9041768561393976,0.7779569625161977
norway22152,1,0.9297204804901908,0.8472020167987898
norway22152,1,0.9481352338212272,0.8971217375281845
norway22152,1,0.9607951955671348,0.9314410544063189
norway22152,1,0.9692172967802436,0.9542721471152553
norway22152,1,0.974698269606481,0.9691302680953514
norway22153,1,0.870983095362099,0.687973499899389
norway22153,1,0.9041768561393976,0.7779569625161977
norway22153,1,0.9297204804901908,0.8472020167987898
norway22154,1,0.870983095362099,0.687973499899389
norway22154,1,0.9041768561393976,0.7779569625161977
norway22154,1,0.9297204804901908,0.8472020167987898
norway22155,1,0.870983095362099,0.687973499899389
norway22155,1,0.9041768561393976,0.7779569625161977
norway22155,1,0.9297204804901908,0.8472020167987898
norway22155,1,0.9481352338212272,0.8971217375281845
norway22155,1,0.9607951955671348,0.9314410544063189
norway22155,1,0.9692172967802436,0.9542721471152553
norway22155,0,0.974698269606481,0.9691302680953514
norway22156,1,0.870983095362099,0.687973499899389
norway22156,1,0.9041768561393976,0.7779569625161977
norway22156,1,0.9297204804901908,0.8472020167987898
norway22156,1,0.9481352338212272,0.8971217375281845
norway22156,1,0.9607951955671348,0.9314410544063189
norway22156,1,0.9692172967802436,0.9542721471152553
norway22157,1,0.870983095362099,0.687973499899389
norway22157,1,0.9041768561393976,0.7779569625161977
norway22157,1,0.9297204804901908,0.8472020167987898
norway22157,1,0.9481352338212272,0.8971217375281845
norway22157,1,0.9607951955671348,0.9314410544063189
norway22157,1,0.9692172967802436,0.9542721471152553
norway22157,1,0.974698269606481,0.9691302680953514
norway22158,1,0.870983095362099,0.687973499899389
norway22158,1,0.9041768561393976,0.7779569625161977
norway22158,1,0.9297204804901908,0.8472020167987898
norway22158,1,0.9481352338212272,0.8971217375281845
norway22158,1,0.9607951955671348,0.9314410544063189
norway22158,1,0.9692172967802436,0.9542721471152553
norway22158,1,0.974698269606481,0.9691302680953514
norway22159,1,0.870983095362099,0.687973499899389
norway22160,0,0.870983095362099,0.687973499899389
norway22160,0,0.6453292883900695,0.07625881531640481
norway22165,1,0.870983095362099,0.687973499899389
norway22165,1,0.9041768561393976,0.7779569625161977
norway22165,1,0.9297204804901908,0.8472020167987898
norway22166,1,0.870983095362099,0.687973499899389
norway22166,1,0.9041768561393976,0.7779569625161977
norway22166,1,0.9297204804901908,0.8472020167987898
norway22166,1,0.9481352338212272,0.8971217375281845
norway22166,1,0.9607951955671348,0.9314410544063189
norway22166,1,0.9692172967802436,0.9542721471152553
norway22166,1,0.974698269606481,0.9691302680953514
norway22167,1,0.870983095362099,0.687973499899389
norway22167,1,0.9041768561393976,0.7779569625161977
norway22173,1,0.870983095362099,0.687973499899389
norway22173,1,0.9041768561393976,0.7779569625161977
norway22173,1,0.9297204804901908,0.8472020167987898
norway22173,1,0.9481352338212272,0.8971217375281845
norway22173,1,0.9607951955671348,0.9314410544063189
norway22173,1,0.9692172967802436,0.9542721471152553
norway22173,1,0.974698269606481,0.9691302680953514
norway22175,0,0.870983095362099,0.687973499899389
norway22178,1,0.870983095362099,0.687973499899389
norway22178,1,0.9041768561393976,0.7779569625161977
norway22178,1,0.9297204804901908,0.8472020167987898
norway22178,1,0.9481352338212272,0.8971217375281845
norway22178,1,0.9607951955671348,0.9314410544063189
norway22178,1,0.9692172967802436,0.9542721471152553
norway22179,0,0.870983095362099,0.687973499899389
norway22179,1,0.6453292883900695,0.07625881531640481
norway22179,1,0.6608776263357706,0.11840810040878123
norway22179,1,0.6829714415558711,0.17830122337423523
norway22181,1,0.870983095362099,0.687973499899389
norway22181,1,0.9041768561393976,0.7779569625161977
norway22181,1,0.9297204804901908,0.8472020167987898
norway33169,1,0.870983095362099,0.687973499899389
norway33169,1,0.9041768561393976,0.7779569625161977
norway33169,1,0.9297204804901908,0.8472020167987898
norway33169,1,0.9481352338212272,0.8971217375281845
norway33169,1,0.9607951955671348,0.9314410544063189
norway33169,1,0.9692172967802436,0.9542721471152553
norway33169,1,0.974698269606481,0.9691302680953514
norway33169,1,0.9782143230625903,0.9786617781537985
norway33169,1,0.980449132146817,0.9847200208770439
norway33169,1,0.9818612486074128,0.9885480634298331
norway33169,1,0.9827502132759277,0.9909579174850472
norway33169,1,0.9833085297018378,0.9924714321957274
norway33169,1,0.9836586655868221,0.9934205997073169
norway33169,1,0.9838780428256675,0.9940152995276552
norway33169,1,0.9840154138215126,0.9943876923382258
norway33169,1,0.9841014024551528,0.9946207950304018
norway33169,1,0.9841552156116888,0.9947666746790482
norway33169,1,0.9841888880208199,0.9948579556878077
norway33169,1,0.9842099559235831,0.9949150677111611
norway33169,1,0.9842231367993102,0.9949507991501566
norway33169,1,0.9842313829660633,0.9949731533101067
norway33169,1,0.9842365417876137,0.9949871381257847
norway33169,1,0.9842397691147001,0.9949958869406053
norway33169,1,0.9842417880935068,0.9950013600988049
norway33169,1,0.9842430511367575,0.9950047840255448
norway33169,0,0.9842438412752809,0.9950069259762796
norway33169,1,0.9408354838053309,0.8773331758441255
norway33169,1,0.955835977737214,0.9179973354134265
norway33169,1,0.9659447326939383,0.9454007013608302
norway33169,1,0.972579889463711,0.9633876473159819
norway33169,1,0.9768600769801951,0.9749906137880991
norway33169,1,0.979590276093624,0.9823917869033701
norway33169,1,0.9813193225665945,0.9870789806717146
norway33169,1,0.9824093590196413,0.990033911120294
norway33169,1,0.9830945747930872,0.9918914315244437
norway33169,1,0.9835245354645847,0.9930569924342175
norway33169,1,0.9837940222077822,0.9937875318402507
