user_id,correct,correct_predictions,state_predictions
norway22101,0,0.870983095362099,0.687973499899389
norway22104,1,0.870983095362099,0.687973499899389
norway22104,0,0.9041768561393976,0.7779569625161977
norway22104,1,0.6595697335090411,0.11486259298434723
norway22104,1,0.6811530828445442,0.17337191710422853
norway22104,0,0.710267129017679,0.25229586618673233
norway22104,1,0.6225259320319076,0.014442229417655146
norway22104,1,0.6264783645748482,0.02515669977728866
norway22105,1,0.870983095362099,0.687973499899389
norway22105,1,0.9041768561393976,0.7779569625161977
norway22105,1,0.9297204804901908,0.8472020167987898
norway22107,1,0.870983095362099,0.687973499899389
norway22107,1,0.9041768561393976,0.7779569625161977
norway22107,1,0.9297204804901908,0.8472020167987898
norway22107,1,0.9481352338212272,0.8971217375281845
norway22107,1,0.9607951955671348,0.9314410544063189
norway22107,1,0.9692172967802436,0.9542721471152553
norway22107,1,0.974698269606481,0.9691302680953514
norway22108,0,0.870983095362099,0.687973499899389
norway22109,0,0.870983095362099,0.687973499899389
norway22113,1,0.870983095362099,0.687973499899389
norway22113,1,0.9041768561393976,0.7779569625161977
norway22113,1,0.9297204804901908,0.8472020167987898
norway22113,1,0.9481352338212272,0.8971217375281845
norway22113,1,0.9607951955671348,0.9314410544063189
norway22113,1,0.9692172967802436,0.9542721471152553
norway22113,1,0.974698269606481,0.9691302680953514
norway22114,1,0.870983095362099,0.687973499899389
norway22114,1,0.9041768561393976,0.7779569625161977
norway22114,1,0.9297204804901908,0.8472020167987898
norway22114,1,0.9481352338212272,0.8971217375281845
norway22114,1,0.9607951955671348,0.9314410544063189
norway22114,1,0.9692172967802436,0.9542721471152553
norway22114,0,0.974698269606481,0.9691302680953514
norway22115,1,0.870983095362099,0.687973499899389
norway22115,1,0.9041768561393976,0.7779569625161977
norway22115,1,0.9297204804901908,0.8472020167987898
norway22115,1,0.9481352338212272,0.8971217375281845
norway22115,1,0.9607951955671348,0.9314410544063189
norway22115,1,0.9692172967802436,0.9542721471152553
norway22115,1,0.974698269606481,0.9691302680953514
norway22116,1,0.870983095362099,0.687973499899389
norway22116,1,0.9041768561393976,0.7779569625161977
norway22117,1,0.870983095362099,0.687973499899389
norway22117,1,0.9041768561393976,0.7779569625161977
norway22117,1,0.9297204804901908,0.8472020167987898
norway22117,0,0.9481352338212272,0.8971217375281845
norway22117,1,0.7064816261289892,0.24203391786591424
norway22117,1,0.74216441898673,0.3387647848116618
norway22117,0,0.7834071114124623,0.4505677316668287
norway22118,1,0.870983095362099,0.687973499899389
norway22118,1,0.9041768561393976,0.7779569625161977
norway22118,1,0.9297204804901908,0.8472020167987898
norway22118,1,0.9481352338212272,0.8971217375281845
norway22118,1,0.9607951955671348,0.9314410544063189
norway22118,1,0.9692172967802436,0.9542721471152553
norway22118,1,0.974698269606481,0.9691302680953514
norway22121,0,0.870983095362099,0.687973499899389
norway22121,0,0.6453292883900695,0.07625881531640481
norway22121,0,0.6191742802995985,0.005356388545864993
norway22126,1,0.870983095362099,0.687973499899389
norway22126,1,0.9041768561393976,0.7779569625161977
norway22126,1,0.9297204804901908,0.8472020167987898
norway22126,1,0.9481352338212272,0.8971217375281845
norway22126,1,0.9607951955671348,0.9314410544063189
norway22126,1,0.9692172967802436,0.9542721471152553
norway22127,1,0.870983095362099,0.687973499899389
norway22127,1,0.9041768561393976,0.7779569625161977
norway22127,1,0.9297204804901908,0.8472020167987898
norway22127,1,0.9481352338212272,0.8971217375281845
norway22130,1,0.870983095362099,0.687973499899389
norway22130,1,0.9041768561393976,0.7779569625161977
norway22130,1,0.9297204804901908,0.8472020167987898
norway22130,1,0.9481352338212272,0.8971217375281845
norway22130,1,0.9607951955671348,0.9314410544063189
norway22130,1,0.9692172967802436,0.9542721471152553
norway22130,1,0.974698269606481,0.9691302680953514
norway22131,1,0.870983095362099,0.687973499899389
norway22131,1,0.9041768561393976,0.7779569625161977
norway22132,1,0.870983095362099,0.687973499899389
norway22132,0,0.9041768561393976,0.7779569625161977
norway22132,1,0.6595697335090411,0.11486259298434723
norway22132,1,0.6811530828445442,0.17337191710422853
norway22132,0,0.710267129017679,0.25229586618673233
norway22132,0,0.6225259320319076,0.014442229417655146
norway22132,0,0.6182709003135374,0.0029074566592407914
norway22133,1,0.870983095362099,0.687973499899389
norway22133,1,0.9041768561393976,0.7779569625161977
norway22133,0,0.9297204804901908,0.8472020167987898
norway22133,1,0.6796869300039686,0.16939738977646956
norway22133,1,0.7083479531581454,0.2470932592760526
norway22135,1,0.870983095362099,0.687973499899389
norway22135,1,0.9041768561393976,0.7779569625161977
norway22135,1,0.9297204804901908,0.8472020167987898
norway22135,1,0.9481352338212272,0.8971217375281845
norway22135,1,0.9607951955671348,0.9314410544063189
norway22135,1,0.9692172967802436,0.9542721471152553
norway22135,1,0.974698269606481,0.9691302680953514
norway22137,1,0.870983095362099,0.687973499899389
norway22138,1,0.870983095362099,0.687973499899389
norway22138,0,0.9041768561393976,0.7779569625161977
norway22138,0,0.6595697335090411,0.11486259298434723
norway22138,0,0.6197998190405506,0.0070521331856324716
norway22138,1,0.6181701541423367,0.002634348426918204
norway22138,1,0.6196189126418645,0.006561722223387656
norway22138,0,0.6219111124398315,0.012775542833063544
norway22139,1,0.870983095362099,0.687973499899389
norway22139,1,0.9041768561393976,0.7779569625161977
norway22139,1,0.9297204804901908,0.8472020167987898
norway22139,1,0.9481352338212272,0.8971217375281845
norway22140,1,0.870983095362099,0.687973499899389
norway22140,1,0.9041768561393976,0.7779569625161977
norway22140,1,0.9297204804901908,0.8472020167987898
norway22140,1,0.9481352338212272,0.8971217375281845
norway22140,1,0.9607951955671348,0.9314410544063189
norway22140,1,0.9692172967802436,0.9542721471152553
